,posted,neighborhood,city,post title,price,URL
15,2022-10-24 16:18,Allentown,allentown,Fuel Pump Airtex E3372M,20,https://allentown.craigslist.org/pts/d/bethlehem-fuel-pump-airtex-e3372m/7544349685.html
16,2022-10-24 16:18,"Northampton,Pa",allentown,Complete Hunting Outfit,140,https://allentown.craigslist.org/spo/d/northampton-complete-hunting-outfit/7549504062.html
17,2022-10-24 16:17,BUY DIRECT WE ARE THE FACTORY,allentown,New 2023 7 X14X48 14 K Dump Trailers Commercial Duty,0,https://allentown.craigslist.org/trb/d/yulee-new-x14x48-14-dump-trailers/7549505803.html
18,2022-10-24 16:17,mcadoo,allentown,"wanted, clean fill/dirt /road millings",,https://allentown.craigslist.org/wan/d/kelayres-wanted-clean-fill-dirt-road/7538714432.html
19,2022-10-24 16:17,Mcadoo,allentown,clean fill/road millings    wanted,,https://allentown.craigslist.org/wan/d/kelayres-clean-fill-road-millings-wanted/7538713333.html
20,2022-10-24 16:15,Bath,allentown,PORTABLE SAWMILL TURN YOUR LOGS INTO LUMBER,100,https://allentown.craigslist.org/mat/d/bath-portable-sawmill-turn-your-logs/7546261791.html
21,2022-10-24 16:09,Bethlehem,allentown,Microsoft XBox 360 with Games & Accessories,150,https://allentown.craigslist.org/vgm/d/bethlehem-microsoft-xbox-360-with-games/7540921567.html
22,2022-10-24 16:08,Bethlehem,allentown,Ashly Compact Audio Stereo Mixer Amplifier,50,https://allentown.craigslist.org/ele/d/bethlehem-ashly-compact-audio-stereo/7540772147.html
23,2022-10-24 16:06,Bethlehem,allentown,Bedroom Set - $150 or best offer,150,https://allentown.craigslist.org/fuo/d/bethlehem-bedroom-set-or-best-offer/7549497891.html
24,2022-10-24 16:05,Goodview,allentown,Parting 2002 Dodge Dakota SXT,2500,https://allentown.craigslist.org/pts/d/goodview-parting-2002-dodge-dakota-sxt/7543239056.html
25,2022-10-24 16:05,Goodvew,allentown,Parting 1996 Dodge Ram 1500 4X4,3700,https://allentown.craigslist.org/pts/d/goodview-parting-1996-dodge-ram-x4/7543234965.html
26,2022-10-24 16:05,"COOPERSBURG, PA.",allentown,2130 JOHN DEERE TRACTOR W/FRONT END LOADER,6800,https://allentown.craigslist.org/grd/d/coopersburg-2130-john-deere-tractor/7549497691.html
27,2022-10-24 16:04,Harleysville,allentown,2007 Club Car DS gas 4 seater,4750,https://allentown.craigslist.org/snw/d/green-lane-2007-club-car-ds-gas-seater/7545837314.html
28,2022-10-24 16:04,Goodview,allentown,99 Dodge Ram 1500 4X4,3900,https://allentown.craigslist.org/pts/d/goodview-99-dodge-ram-x4/7546104069.html
29,2022-10-24 15:59,Allentown,allentown,Great Britain Sterling Silver Shilling 1890 Stick/Hat Pin,65,https://allentown.craigslist.org/clt/d/bethlehem-great-britain-sterling-silver/7549494642.html
30,2022-10-24 15:57,Breinigsville,allentown,Keen Low-cut work shoes,,https://allentown.craigslist.org/clo/d/breinigsville-keen-low-cut-work-shoes/7549494009.html
31,2022-10-24 15:56,"coopersburg, pa.",allentown,F910 JOHN DEERE MOWER,1600,https://allentown.craigslist.org/grd/d/coopersburg-f910-john-deere-mower/7549493438.html
32,2022-10-24 15:55,East Stroudsburg,allentown,Corgis,,https://allentown.craigslist.org/grd/d/east-stroudsburg-corgis/7549443328.html
33,2022-10-24 15:54,Slatington,allentown,FREE CATS,0,https://allentown.craigslist.org/hsh/d/slatington-free-cats/7549488294.html
34,2022-10-24 15:52,Allentown,allentown,Polish pottery three piece set,30,https://allentown.craigslist.org/hsh/d/bethlehem-polish-pottery-three-piece-set/7546920823.html
35,2022-10-24 15:52,ALLENTOWN,allentown,"Pottery casserole, handmade",15,https://allentown.craigslist.org/hsh/d/bethlehem-pottery-casserole-handmade/7546918890.html
36,2022-10-24 15:52,ALLENTOWN,allentown,12 champagne flutes,10,https://allentown.craigslist.org/hsh/d/bethlehem-12-champagne-flutes/7546920064.html
37,2022-10-24 15:52,ALLENTOWN,allentown,8 drinking glass set,5,https://allentown.craigslist.org/hsh/d/bethlehem-drinking-glass-set/7538787879.html
38,2022-10-24 15:52,ALLENTOWN,allentown,Two teddy bears,10,https://allentown.craigslist.org/bab/d/bethlehem-two-teddy-bears/7538322367.html
39,2022-10-24 15:51,Breinigsville,allentown,F800ST Seat,200,https://allentown.craigslist.org/mpo/d/breinigsville-f800st-seat/7549491228.html
40,2022-10-24 15:51,ALLENTOWN,allentown,Hand-painted box,15,https://allentown.craigslist.org/hsh/d/bethlehem-hand-painted-box/7538791409.html
41,2022-10-24 15:51,ALLENTOWN,allentown,3 board games,12,https://allentown.craigslist.org/tag/d/bethlehem-board-games/7538718511.html
42,2022-10-24 15:51,ALLENTOWN,allentown,Vintage candle Snuffer,10,https://allentown.craigslist.org/hsh/d/bethlehem-vintage-candle-snuffer/7538257158.html
43,2022-10-24 15:51,Allentown,allentown,Woven blanket,25,https://allentown.craigslist.org/hsh/d/bethlehem-woven-blanket/7538606684.html
44,2022-10-24 15:50,ALLENTOWN,allentown,Stangl pitcher and Bowl set with stand,55,https://allentown.craigslist.org/atq/d/bethlehem-stangl-pitcher-and-bowl-set/7548766028.html
45,2022-10-24 15:50,Allentown,allentown,Hand-turned wooden candle holder,15,https://allentown.craigslist.org/hsh/d/bethlehem-hand-turned-wooden-candle/7539186031.html
46,2022-10-24 15:50,ALLENTOWN,allentown,Stained glass lamp shade,25,https://allentown.craigslist.org/hsh/d/bethlehem-stained-glass-lamp-shade/7539185365.html
47,2022-10-24 15:50,ALLENTOWN,allentown,8 black napkin rings,6,https://allentown.craigslist.org/hsh/d/bethlehem-black-napkin-rings/7538788518.html
48,2022-10-24 15:50,Allentown,allentown,Cape Hatteras Lighthouse,10,https://allentown.craigslist.org/clt/d/bethlehem-cape-hatteras-lighthouse/7538605993.html
49,2022-10-24 15:49,Allentown,allentown,Huge Storage Sale,1,https://allentown.craigslist.org/fuo/d/allentown-huge-storage-sale/7542822367.html
50,2022-10-24 15:49,Allentown,allentown,Huge Storage Sale,1,https://allentown.craigslist.org/bab/d/lehigh-valley-huge-storage-sale/7542825186.html
51,2022-10-24 15:49,Allentown,allentown,Huge Storage Sale,0,https://allentown.craigslist.org/atq/d/lehigh-valley-huge-storage-sale/7542827263.html
52,2022-10-24 15:49,Allentown,allentown,Huge Storage Sale,,https://allentown.craigslist.org/gms/d/allentown-huge-storage-sale/7542828875.html
53,2022-10-24 15:48,Breinigsville,allentown,BMW F800ST Front and Rear Seat,200,https://allentown.craigslist.org/mpo/d/breinigsville-bmw-f800st-front-and-rear/7549489764.html
54,2022-10-24 15:48,Schnecksville,allentown,HOUSE SALE,,https://allentown.craigslist.org/hsh/d/schnecksville-house-sale/7549488107.html
55,2022-10-24 15:48,Macungie,allentown,Baby Yoda Halloween costume - size 3-6 months,15,https://allentown.craigslist.org/bab/d/macungie-baby-yoda-halloween-costume/7549489449.html
56,2022-10-24 15:45,Walnutport,allentown,Free scrap metal pick up,,https://allentown.craigslist.org/wan/d/walnutport-free-scrap-metal-pick-up/7544544257.html
57,2022-10-24 15:43,Breinigsville,allentown,Hoover Rug Vaccum Model FH51010,99,https://allentown.craigslist.org/hsh/d/breinigsville-hoover-rug-vaccum-model/7549487532.html
58,2022-10-24 15:43,Allentown,allentown,1980 Phillies World Series mug,15,https://allentown.craigslist.org/atq/d/lehigh-valley-1980-phillies-world/7549487310.html
59,2022-10-24 15:42,"Coopersburg, Pa",allentown,F935 JOHN DEERE MOWER,,https://allentown.craigslist.org/grd/d/coopersburg-f935-john-deere-mower/7549487003.html
60,2022-10-24 15:40,Cherryville,allentown,Electrical Manuals,,https://allentown.craigslist.org/zip/d/danielsville-electrical-manuals/7549485894.html
61,2022-10-24 15:39,18014,allentown,lots lots of  pairs of jeans for 75 dollar for all of them,75,https://allentown.craigslist.org/clo/d/west-point-lots-lots-of-pairs-of-jeans/7549484461.html
62,2022-10-24 15:38,18014,allentown,lots of  pairs of jeans for 75 dollar for all of them,75,https://allentown.craigslist.org/clo/d/west-point-lots-of-pairs-of-jeans-for/7549485174.html
63,2022-10-24 15:38,Allentown,allentown,1980 Phillies World Series mug,15,https://allentown.craigslist.org/spo/d/lehigh-valley-1980-phillies-world/7549485012.html
64,2022-10-24 15:37,East Texas,allentown,hex dumbbells,950,https://allentown.craigslist.org/spo/d/east-texas-hex-dumbbells/7537986528.html
65,2022-10-24 15:36,18014,allentown,Professional tanning lotions,35,https://allentown.craigslist.org/for/d/bath-professional-tanning-lotions/7549484158.html
66,2022-10-24 15:35,18014,allentown,Lots of misc toys,10,https://allentown.craigslist.org/tag/d/bath-lots-of-misc-toys/7549483622.html
67,2022-10-24 15:35,Easton,allentown,Side Table,0,https://allentown.craigslist.org/fuo/d/easton-side-table/7547897206.html
68,2022-10-24 15:35,Easton,allentown,Antique Wagon,0,https://allentown.craigslist.org/atq/d/easton-antique-wagon/7538189202.html
69,2022-10-24 15:35,Easton,allentown,Antique Wheelbarrow,0,https://allentown.craigslist.org/grd/d/easton-antique-wheelbarrow/7548729843.html
70,2022-10-24 15:31,18014,allentown,Lots of antique vhs movies.,20,https://allentown.craigslist.org/for/d/bath-lots-of-antique-vhs-movies/7549481541.html
71,2022-10-24 15:30,18014,allentown,3 Porcelain dolls take all of them,25,https://allentown.craigslist.org/clt/d/bath-porcelain-dolls-take-all-of-them/7549481395.html
72,2022-10-24 15:30,Hatfield PA 19440,allentown,Chipper/ Shredder,525,https://allentown.craigslist.org/tls/d/hatfield-chipper-shredder/7545878250.html
73,2022-10-24 15:30,Hatfield PA 19440,allentown,Heavy duty rolling tool cabinet,225,https://allentown.craigslist.org/tls/d/hatfield-heavy-duty-rolling-tool-cabinet/7545868738.html
74,2022-10-24 15:30,Easton PA,allentown,"Beautiful Dry Sink, old Oak, includes basin and pitcher .",325,https://allentown.craigslist.org/atq/d/easton-beautiful-dry-sink-old-oak/7549481099.html
75,2022-10-24 15:29,Hatfield PA 19440,allentown,Ceramics slip,10,https://allentown.craigslist.org/art/d/hatfield-ceramics-slip/7545868503.html
76,2022-10-24 15:29,Macungie,allentown,Glass and wood coffee table - modern design,100,https://allentown.craigslist.org/fuo/d/macungie-glass-and-wood-coffee-table/7549480833.html
77,2022-10-24 15:29,18014,allentown,Cleaning house lits of stuff must go.,5,https://allentown.craigslist.org/for/d/bath-cleaning-house-lits-of-stuff-must/7549480549.html
78,2022-10-24 15:28,Tarp and cover for full size truck,allentown,Tarp and cover,50,https://allentown.craigslist.org/pts/d/bethlehem-tarp-and-cover/7549480150.html
79,2022-10-24 15:28,boyertown pa,allentown,three drawer plastic shelves/ red and black,20,https://allentown.craigslist.org/for/d/new-berlinville-three-drawer-plastic/7539955135.html
80,2022-10-24 15:27,boyertown Pa,allentown,2007 to 2021Jeep centers set of 4,22,https://allentown.craigslist.org/pts/d/new-berlinville-2007-to-2021jeep/7545874176.html
81,2022-10-24 15:27,boyertown pa,allentown,George Foreman electric grill,25,https://allentown.craigslist.org/grd/d/new-berlinville-george-foreman-electric/7539583110.html
82,2022-10-24 15:27,Boyertown pa,allentown,Holiday decorations made from propane tanks,10,https://allentown.craigslist.org/grd/d/new-berlinville-holiday-decorations/7539655177.html
83,2022-10-24 15:27,boyertown pa,allentown,vintage hat stand solid oak,25,https://allentown.craigslist.org/fuo/d/new-berlinville-vintage-hat-stand-solid/7549479829.html
84,2022-10-24 15:27,boyertown pa,allentown,several steel dumbbells,75,https://allentown.craigslist.org/hab/d/new-berlinville-several-steel-dumbbells/7539697198.html
85,2022-10-24 15:26,bpyertown pa,allentown,Pro-parts 60 amp non fused a/c disconnect,15,https://allentown.craigslist.org/mat/d/new-berlinville-pro-parts-60-amp-non/7539774292.html
86,2022-10-24 15:26,Boyertown Pa,allentown,Craftsman brush wacker weed wacker,65,https://allentown.craigslist.org/grd/d/new-berlinville-craftsman-brush-wacker/7541538705.html
87,2022-10-24 15:26,boyertown pa,allentown,brass bed (vintage),95,https://allentown.craigslist.org/fuo/d/new-berlinville-brass-bed-vintage/7544971783.html
88,2022-10-24 15:26,Boyertown pa,allentown,toy wagon,8,https://allentown.craigslist.org/bab/d/boyertown-toy-wagon/7540773472.html
89,2022-10-24 15:25,boyertown pa,allentown,rare antique hand pump/bucket lift,75,https://allentown.craigslist.org/grd/d/rare-antique-hand-pump-bucket-lift/7539655419.html
90,2022-10-24 15:25,boyertown pa,allentown,"vintage Garden Way generator 5,000",175,https://allentown.craigslist.org/tls/d/new-berlinville-vintage-garden-way/7548703354.html
91,2022-10-24 15:25,Boyertown pa,allentown,64 to 66 mustang fender extensions,42,https://allentown.craigslist.org/pts/d/new-berlinville-64-to-66-mustang-fender/7537971196.html
92,2022-10-24 15:25,boyertown pa,allentown,miscellaneous 64 to 66 mustang parts,50,https://allentown.craigslist.org/pts/d/new-berlinville-miscellaneous-64-to-66/7545874465.html
93,2022-10-24 15:25,Boyertown pa,allentown,64 to 66 mustang glove box doors,45,https://allentown.craigslist.org/pts/d/new-berlinville-64-to-66-mustang-glove/7547786988.html
94,2022-10-24 15:24,Boyertown Pa,allentown,used propane tank full with quick connect,35,https://allentown.craigslist.org/grd/d/new-berlinville-used-propane-tank-full/7540774416.html
95,2022-10-24 15:24,boyertown pa,allentown,industrial card with wheels,75,https://allentown.craigslist.org/for/d/new-berlinville-industrial-card-with/7542419781.html
96,2022-10-24 15:24,boyertown Pa,allentown,Lawn boy self propelled (needs work),45,https://allentown.craigslist.org/grd/d/new-berlinville-lawn-boy-self-propelled/7544970732.html
97,2022-10-24 15:24,boyertown Pa,allentown,white metal chaise lounge,55,https://allentown.craigslist.org/grd/d/new-berlinville-white-metal-chaise/7540020833.html
98,2022-10-24 15:23,boyertown pa,allentown,antique small table top moves to enlarge,125,https://allentown.craigslist.org/atq/d/new-berlinville-antique-small-table-top/7538936124.html
99,2022-10-24 15:23,Boyertown pa,allentown,Garrett turbo,75,https://allentown.craigslist.org/pts/d/new-berlinville-garrett-turbo/7539954622.html
100,2022-10-24 15:23,boyertown pa,allentown,antique small table/stand,50,https://allentown.craigslist.org/atq/d/new-berlinville-antique-small-table/7538943789.html
101,2022-10-24 15:20,"5528 Oakwood Ln. Schnecksville, Pa.",allentown,"INDOOR GARAGE SALE, RAIN OR SHINE",,https://allentown.craigslist.org/gms/d/neffs-indoor-garage-sale-rain-or-shine/7549476412.html
102,2022-10-24 15:19,Nazareth,allentown,Brand New Lamp Post Light,35,https://allentown.craigslist.org/for/d/nazareth-brand-new-lamp-post-light/7549475952.html
103,2022-10-24 15:18,Easton,allentown,Harley Dyna Wide Glide 2002,8900,https://allentown.craigslist.org/mcy/d/easton-harley-dyna-wide-glide-2002/7549477454.html
104,2022-10-24 15:17,NAZARETH PA,allentown,Vintage Solid Concrete Large Outdoor Bench,245,https://allentown.craigslist.org/for/d/vintage-solid-concrete-large-outdoor/7549475327.html
105,2022-10-24 15:16,Easton/Palmer township,allentown,Shoes,,https://allentown.craigslist.org/clo/d/easton-shoes/7542124819.html
106,2022-10-24 15:16,Easton/Palmer,allentown,Dorney Park Ticket,20,https://allentown.craigslist.org/for/d/easton-dorney-park-ticket/7546496923.html
107,2022-10-24 15:16,Easton/Palmer Township,allentown,Snow boots,10,https://allentown.craigslist.org/clo/d/easton-snow-boots/7542127018.html
108,2022-10-24 15:16,Easton Palmer township,allentown,Bed shams,15,https://allentown.craigslist.org/hsh/d/easton-bed-shams/7542128738.html
109,2022-10-24 15:15,"Nazareth, Pa",allentown,"Brand New Assortment of Costume and Natural Wigs ,Weaves,Extensions-",5,https://allentown.craigslist.org/for/d/nazareth-brand-new-assortment-of/7549474310.html
110,2022-10-24 15:15,"NAZARETH,PA",allentown,Belly Dancer  8 Piece Adult Halloween Costume~Brand New In Package,45,https://allentown.craigslist.org/for/d/belly-dancer-piece-adult-halloween/7549473963.html
111,2022-10-24 15:14,Nazareth,allentown,Vintage Stihl Gas Weed Wacker/Grass Trimmer,85,https://allentown.craigslist.org/for/d/nazareth-vintage-stihl-gas-weed-wacker/7549473818.html
112,2022-10-24 15:14,"Nazareth,Pa",allentown,REDUCED!!! Vintage Ice Cream Parlor Patio/Bistro/Deck/Porch  Set,295,https://allentown.craigslist.org/for/d/nazareth-reduced-vintage-ice-cream/7549473470.html
113,2022-10-24 15:12,N E BETHLEHEM,allentown,House of Dereon Black Tuxedo Pants size 0,35,https://allentown.craigslist.org/for/d/bethlehem-house-of-dereon-black-tuxedo/7549472821.html
114,2022-10-24 15:12,Nazareth,allentown,Specialized aluminum 24-inch bikes- like new $125 each $200 both,125,https://allentown.craigslist.org/bik/d/nazareth-specialized-aluminum-24-inch/7546618989.html
115,2022-10-24 15:11,"Commerce City, CO",allentown,NEW ARRIVALS 2016 KENWORTHS T660’S,89950,https://allentown.craigslist.org/hvd/d/commerce-city-new-arrivals-2016/7549474175.html
116,2022-10-24 15:09,Bethlehem,allentown,Two roller stands,40,https://allentown.craigslist.org/tls/d/bethlehem-two-roller-stands/7549471375.html
117,2022-10-24 15:09,Wind Gap,allentown,LaView Star Projector,30,https://allentown.craigslist.org/ele/d/wind-gap-laview-star-projector/7549470934.html
118,2022-10-24 15:08,Wind Gap,allentown,1980s Rock Video Superstars book,20,https://allentown.craigslist.org/bks/d/wind-gap-1980s-rock-video-superstars/7547337752.html
119,2022-10-24 15:08,Wind Gap,allentown,The Crow movie book+ more,60,https://allentown.craigslist.org/bks/d/wind-gap-the-crow-movie-book-more/7547337313.html
120,2022-10-24 15:08,Wind Gap,allentown,Complete Masters Of The Universe dvd set,80,https://allentown.craigslist.org/emd/d/wind-gap-complete-masters-of-the/7549470665.html
121,2022-10-24 15:08,Wind Gap,allentown,4 vintage amusement park maps+ Ringling Bros program,80,https://allentown.craigslist.org/for/d/wind-gap-vintage-amusement-park-maps/7547336569.html
122,2022-10-24 15:08,Wind Gap,allentown,25 blu rays,40,https://allentown.craigslist.org/emd/d/wind-gap-25-blu-rays/7547335213.html
123,2022-10-24 15:08,Wind Gap,allentown,Philips stereo,15,https://allentown.craigslist.org/ele/d/wind-gap-philips-stereo/7541484297.html
124,2022-10-24 15:08,Wind Gap,allentown,Vintage Lamborghini Countach merchandise,30,https://allentown.craigslist.org/for/d/wind-gap-vintage-lamborghini-countach/7549470538.html
125,2022-10-24 15:08,Wind Gap,allentown,Octane 4700 Pro elliptical,400,https://allentown.craigslist.org/spo/d/wind-gap-octane-4700-pro-elliptical/7548138764.html
126,2022-10-24 15:08,Wind Gap,allentown,Cybex eagle arm machine,300,https://allentown.craigslist.org/spo/d/wind-gap-cybex-eagle-arm-machine/7544878815.html
127,2022-10-24 15:08,Wind Gap,allentown,Klipsch cinema 600,300,https://allentown.craigslist.org/ele/d/wind-gap-klipsch-cinema-600/7549470329.html
128,2022-10-24 15:06,Bethlehem,allentown,California king bed,50,https://allentown.craigslist.org/fuo/d/bethlehem-california-king-bed/7546080684.html
129,2022-10-24 15:04,Nazareth,allentown,Woman/girls boots and Adidas sneakers - new $10 each- size 6- 6 1/2,10,https://allentown.craigslist.org/clo/d/nazareth-woman-girls-boots-and-adidas/7540051321.html
130,2022-10-24 15:04,Nazareth,allentown,"Bike accessories- pouches, pumps, seat covers $5 each",5,https://allentown.craigslist.org/bop/d/wind-gap-bike-accessories-pouches-pumps/7543490122.html
131,2022-10-24 15:04,Quakertown,allentown,Simply Fit Board with Workout DVD and User Guide - Blue,25,https://allentown.craigslist.org/spo/d/quakertown-simply-fit-board-with/7538494135.html
132,2022-10-24 15:04,"Quakertown, PA",allentown,"Schwinn Varsity 1977 10 Speed Bike, Red, GN534523",250,https://allentown.craigslist.org/bik/d/quakertown-schwinn-varsity-speed-bike/7538453414.html
133,2022-10-24 15:04,Nazareth,allentown,"Bike accessories- pouches, pumps, seat covers $5 Each",5,https://allentown.craigslist.org/spo/d/wind-gap-bike-accessories-pouches-pumps/7543490309.html
134,2022-10-24 15:04,Quakertown,allentown,Centric Parts Premium Brake Shoes 111.05140 For GM Trucks 1987-1992 -,15,https://allentown.craigslist.org/pts/d/quakertown-centric-parts-premium-brake/7538453139.html
135,2022-10-24 15:04,Quakertown,allentown,Tru 1 1/2 Quart Capacity Slow Cooker with Removable Crock New,20,https://allentown.craigslist.org/app/d/quakertown-tru-quart-capacity-slow/7538449032.html
136,2022-10-24 15:04,Quakertown,allentown,"3-Tier K-Cup Drawer/Holder 10'' x 7'' x 8'', Black, Holds 45 Keurig K-",20,https://allentown.craigslist.org/hsh/d/quakertown-tier-cup-drawer-holder-10-7/7538448747.html
137,2022-10-24 15:03,Easton,allentown,iPhone,20,https://allentown.craigslist.org/mob/d/easton-iphone/7549467809.html
138,2022-10-24 15:03,Kutztown,allentown,Queen Size bed frame,160,https://allentown.craigslist.org/fuo/d/kutztown-queen-size-bed-frame/7549467780.html
139,2022-10-24 15:02,Emmaus,allentown,New dewalt 13” tool bag,7,https://allentown.craigslist.org/tls/d/emmaus-new-dewalt-13-tool-bag/7549467164.html
140,2022-10-24 15:02,Allentown,allentown,Frey Machinery Wooden Foundry Mold/Prototype,150,https://allentown.craigslist.org/atq/d/bethlehem-frey-machinery-wooden-foundry/7549467122.html
141,2022-10-24 15:00,"Nazareth,Pa",allentown,Vintage Woodard Patio Beverage /Bar Cart,325,https://allentown.craigslist.org/for/d/nazareth-vintage-woodard-patio-beverage/7549466446.html
142,2022-10-24 15:00,"Nazareth,Pa",allentown,Heavy Wrought Iron Garden /Bench Loveseat Bench,375,https://allentown.craigslist.org/for/d/nazareth-heavy-wrought-iron-garden/7549466391.html
143,2022-10-24 15:00,"Nazareth,Pa",allentown,Yakima-2 Bike Rack Hitch Mount-NEW,195,https://allentown.craigslist.org/for/d/nazareth-yakima-bike-rack-hitch-mount/7549466375.html
144,2022-10-24 15:00,Easton,allentown,Vintage MAGICOLOR GOLD ENAMEL #201 Can & Contents - Magicolor Company,10,https://allentown.craigslist.org/clt/d/easton-vintage-magicolor-gold-enamel/7549466239.html
145,2022-10-24 15:00,easton,allentown,snell cv speakers,700,https://allentown.craigslist.org/ele/d/easton-snell-cv-speakers/7549466192.html
146,2022-10-24 14:55,"Nazareth,Pa",allentown,Large Whole Room Ceramic Element Cyclonic Heater,85,https://allentown.craigslist.org/for/d/nazareth-large-whole-room-ceramic/7549463848.html
147,2022-10-24 14:55,"NAZARETH,PA",allentown,Brand New-1920's Lady Gangster/Sexy Assassin-Adult Halloween Costume,55,https://allentown.craigslist.org/for/d/brand-new-1920s-lady-gangster-sexy/7549463784.html
148,2022-10-24 14:54,"Nazareth,Pa",allentown,Huge Budweiser  Man Cave/Bar/Pool Table Light-,395,https://allentown.craigslist.org/for/d/huge-budweiser-man-cave-bar-pool-table/7549463613.html
149,2022-10-24 14:54,Easton PA,allentown,Westinghouse metal cabinet with beautiful Hardwood Walnut Top,100,https://allentown.craigslist.org/atq/d/easton-westinghouse-metal-cabinet-with/7549463445.html
150,2022-10-24 14:54,Bethlehem,allentown,"Nova Medical Lightweight 19"" Folding Transport Wheelchairs",95,https://allentown.craigslist.org/atq/d/bethlehem-nova-medical-lightweight-19/7549462633.html
151,2022-10-24 14:53,"Nazareth,Pa",allentown,Oscillating Ceramic Element Tower Room Heater-New,55,https://allentown.craigslist.org/for/d/nazareth-oscillating-ceramic-element/7549463120.html
152,2022-10-24 14:53,"Nazareth,Pa",allentown,REDUCED!Cast Aluminum Patio/Pool Chaise Lounge-Tall Boy-7 Ft. Long-New,175,https://allentown.craigslist.org/for/d/reducedcast-aluminum-patio-pool-chaise/7549462901.html
153,2022-10-24 14:52,Perkiomenville Pa.,allentown,BOAT TRAILER WITH TITLE,350,https://allentown.craigslist.org/bpo/d/perkiomenville-boat-trailer-with-title/7549462683.html
154,2022-10-24 14:52,Allentown,allentown,3 Signed - Herbert Fink 1978 Landscape Etchings,140,https://allentown.craigslist.org/art/d/bethlehem-signed-herbert-fink-1978/7549462425.html
155,2022-10-24 14:48,Blairstown NJ,allentown,2021 Linhai Crossfire Golf Cart,6850,https://allentown.craigslist.org/ctd/d/blairstown-2021-linhai-crossfire-golf/7549462504.html
156,2022-10-24 14:48,Blairstown NJ,allentown,2021 Linhai Crossfire Golf Cart,6850,https://allentown.craigslist.org/ctd/d/blairstown-2021-linhai-crossfire-golf/7549462281.html
157,2022-10-24 14:45,n e bethlehem,allentown,Raffinee Houbigant Spray Cologne Parfum 80% full,,https://allentown.craigslist.org/hab/d/bethlehem-raffinee-houbigant-spray/7549459252.html
158,2022-10-24 14:44,Revere,allentown,moondrop blessing 1 iems,150,https://allentown.craigslist.org/ele/d/revere-moondrop-blessing-iems/7549458701.html
159,2022-10-24 14:44,"Allentown, PA 18103",allentown,Begonia ‘Gryphon’,5,https://allentown.craigslist.org/grd/d/allentown-begonia-gryphon/7547027100.html
160,2022-10-24 14:43,abe,allentown,hand carved giraffe,,https://allentown.craigslist.org/for/d/catasauqua-hand-carved-giraffe/7549458206.html
161,2022-10-24 14:43,abe,allentown,new sbc parts,,https://allentown.craigslist.org/pts/d/new-sbc-parts/7549457959.html
