,posted,neighborhood,city,post title,price,URL
14,2022-10-24 06:31,Nazareth,allentown,Golf shorts,10,https://allentown.craigslist.org/clo/d/nazareth-golf-shorts/7547094941.html
15,2022-10-24 06:31,Nazareth,allentown,Levi's cargo shorts,15,https://allentown.craigslist.org/clo/d/nazareth-levis-cargo-shorts/7547095268.html
16,2022-10-24 06:31,Nazareth,allentown,Dickies shorts,15,https://allentown.craigslist.org/clo/d/nazareth-dickies-shorts/7547087539.html
17,2022-10-24 06:31,Nazareth,allentown,Mens shorts size 38,10,https://allentown.craigslist.org/clo/d/nazareth-mens-shorts-size-38/7547087317.html
18,2022-10-24 06:31,Nazareth,allentown,Plaid shorts,5,https://allentown.craigslist.org/clo/d/nazareth-plaid-shorts/7547056065.html
19,2022-10-24 06:31,Nazareth,allentown,Cargo shorts,5,https://allentown.craigslist.org/clo/d/nazareth-cargo-shorts/7547056258.html
20,2022-10-24 06:31,Nazareth,allentown,Brand new Eagles hooded sweatshirt,22,https://allentown.craigslist.org/clo/d/nazareth-brand-new-eagles-hooded/7547055893.html
21,2022-10-24 06:31,nazareth pa,allentown,brand new Phillies jersey,20,https://allentown.craigslist.org/clo/d/nazareth-brand-new-phillies-jersey/7547055720.html
22,2022-10-24 06:31,Nazareth,allentown,Nazareth blue eagle sweatshirt,8,https://allentown.craigslist.org/clo/d/nazareth-nazareth-blue-eagle-sweatshirt/7547055485.html
23,2022-10-24 06:31,nazareth,allentown,old school long sleeve pajama top,10,https://allentown.craigslist.org/clo/d/old-school-long-sleeve-pajama-top/7547052861.html
24,2022-10-24 06:30,Nazareth,allentown,Juniors sweater dress,10,https://allentown.craigslist.org/clo/d/nazareth-juniors-sweater-dress/7547053282.html
25,2022-10-24 06:30,nazareth pa,allentown,ladies small Mickey t- shirt,5,https://allentown.craigslist.org/clo/d/ladies-small-mickey-shirt/7547053120.html
26,2022-10-24 06:30,Nazareth,allentown,Sweat vests,15,https://allentown.craigslist.org/spo/d/nazareth-sweat-vests/7547052686.html
27,2022-10-24 06:30,Nazareth,allentown,new iron pigs T-shirt,10,https://allentown.craigslist.org/clo/d/nazareth-new-iron-pigs-shirt/7547052458.html
28,2022-10-24 06:30,Nazareth,allentown,Miller Lite button up shirt,15,https://allentown.craigslist.org/clo/d/nazareth-miller-lite-button-up-shirt/7547051062.html
29,2022-10-24 06:30,nazareth pa,allentown,Brand new sketchers,38,https://allentown.craigslist.org/clo/d/nazareth-brand-new-sketchers/7547018960.html
30,2022-10-24 06:30,nazareth pa,allentown,lambi socks,5,https://allentown.craigslist.org/clo/d/nazareth-lambi-socks/7547050907.html
31,2022-10-24 06:30,nazareth pa,allentown,2 brand new pairs of aloe socks,6,https://allentown.craigslist.org/clo/d/nazareth-brand-new-pairs-of-aloe-socks/7547050685.html
32,2022-10-24 06:30,nazareth pa,allentown,Brand new Polo flip flops,11,https://allentown.craigslist.org/for/d/nazareth-brand-new-polo-flip-flops/7547050485.html
33,2022-10-24 06:30,Nazareth,allentown,Rockport dress shoes,55,https://allentown.craigslist.org/clo/d/nazareth-rockport-dress-shoes/7547018622.html
34,2022-10-24 06:30,Nazareth,allentown,timberland earthkeepers,45,https://allentown.craigslist.org/clo/d/nazareth-timberland-earthkeepers/7547050309.html
35,2022-10-24 06:30,Nazareth,allentown,brown shoes,35,https://allentown.craigslist.org/clo/d/nazareth-brown-shoes/7547018784.html
36,2022-10-24 06:30,Nazareth,allentown,Adidas boots,50,https://allentown.craigslist.org/clo/d/nazareth-adidas-boots/7547018502.html
37,2022-10-24 06:30,nazareth,allentown,wallet that zips closed,15,https://allentown.craigslist.org/for/d/nazareth-wallet-that-zips-closed/7547013759.html
38,2022-10-24 06:30,nazareth,allentown,wallet that zips closed,15,https://allentown.craigslist.org/clo/d/nazareth-wallet-that-zips-closed/7547013625.html
39,2022-10-24 06:30,nazareth pa,allentown,fossil trifold wallet new,18,https://allentown.craigslist.org/clo/d/nazareth-fossil-trifold-wallet-new/7547013496.html
40,2022-10-24 06:30,nazareth pa,allentown,Longaberger purse and wallet brand new,19,https://allentown.craigslist.org/clo/d/nazareth-longaberger-purse-and-wallet/7547013360.html
41,2022-10-24 06:30,nazareth pa,allentown,little Audrey,20,https://allentown.craigslist.org/clt/d/little-audrey/7547003579.html
42,2022-10-24 06:29,nazareth pa,allentown,western electric rotary phone,20,https://allentown.craigslist.org/for/d/nazareth-western-electric-rotary-phone/7547002445.html
43,2022-10-24 06:29,Nazareth,allentown,playboy collection 1997 to 2016-$8 for single issues,0,https://allentown.craigslist.org/clt/d/nazareth-playboy-collection-1997-to-for/7547001968.html
44,2022-10-24 06:29,nazareth pa,allentown,theory of a dead man guitar pick,9,https://allentown.craigslist.org/clt/d/nazareth-theory-of-dead-man-guitar-pick/7547002120.html
45,2022-10-24 06:29,nazareth pa,allentown,three stooges unopened beer,0,https://allentown.craigslist.org/clt/d/nazareth-three-stooges-unopened-beer/7546999460.html
46,2022-10-24 06:29,nazareth,allentown,gas pump liquid dispenser circa 1920,70,https://allentown.craigslist.org/clt/d/nazareth-gas-pump-liquid-dispenser/7547001821.html
47,2022-10-24 06:29,Nazareth,allentown,Moen bathroom sink pop up drain,25,https://allentown.craigslist.org/for/d/nazareth-moen-bathroom-sink-pop-up-drain/7546999215.html
48,2022-10-24 06:29,Nazareth,allentown,brand new box of silicone utensils,12,https://allentown.craigslist.org/hsh/d/nazareth-brand-new-box-of-silicone/7546999109.html
49,2022-10-24 06:29,nazareth pa,allentown,Christmas wine stopper,4,https://allentown.craigslist.org/hsh/d/nazareth-christmas-wine-stopper/7546999295.html
50,2022-10-24 06:29,nazareth,allentown,Brand new 18 inch wall clock,25,https://allentown.craigslist.org/hsh/d/nazareth-brand-new-18-inch-wall-clock/7546998981.html
51,2022-10-24 06:29,nazareth pa,allentown,pie cooling rack,28,https://allentown.craigslist.org/hsh/d/nazareth-pie-cooling-rack/7546980173.html
52,2022-10-24 06:29,nazareth pa,allentown,candle warmer,9,https://allentown.craigslist.org/hsh/d/nazareth-candle-warmer/7546980000.html
53,2022-10-24 06:29,Nazareth,allentown,Brand new 7 liter waste can,13,https://allentown.craigslist.org/hsh/d/brand-new-liter-waste-can/7546980114.html
54,2022-10-24 06:29,nazareth pa,allentown,glass globe for pole lamp,10,https://allentown.craigslist.org/hsh/d/nazareth-glass-globe-for-pole-lamp/7546979928.html
55,2022-10-24 06:29,nazareth,allentown,brand new bread basket  warming basket,12,https://allentown.craigslist.org/hsh/d/nazareth-brand-new-bread-basket-warming/7546980059.html
56,2022-10-24 06:29,Nazareth,allentown,Coca cola general store,0,https://allentown.craigslist.org/for/d/nazareth-coca-cola-general-store/7546976090.html
57,2022-10-24 06:29,nazareth pa,allentown,Hallmark scrapbook Journal,11,https://allentown.craigslist.org/art/d/nazareth-hallmark-scrapbook-journal/7546974085.html
58,2022-10-24 06:29,Nazareth,allentown,Brita water filter,15,https://allentown.craigslist.org/for/d/nazareth-brita-water-filter/7546976031.html
59,2022-10-24 06:29,nazareth pa,allentown,picture frame collage,12,https://allentown.craigslist.org/art/d/nazareth-picture-frame-collage/7546974138.html
60,2022-10-24 06:29,Nazareth,allentown,Silicone cases for one plus nord n200 5g,3,https://allentown.craigslist.org/mob/d/nazareth-silicone-cases-for-one-plus/7546973964.html
61,2022-10-24 06:29,nazareth pa,allentown,brand new sure stick dart polisher,15,https://allentown.craigslist.org/tag/d/nazareth-brand-new-sure-stick-dart/7546965127.html
62,2022-10-24 06:29,nazareth,allentown,monteverdi tv sports  825,0,https://allentown.craigslist.org/vgm/d/nazareth-monteverdi-tv-sports-825/7546965073.html
63,2022-10-24 06:29,Nazareth,allentown,saints row the third,15,https://allentown.craigslist.org/vgm/d/nazareth-saints-row-the-third/7546965096.html
64,2022-10-24 06:29,nazareth pa,allentown,the wonderful world of Disney trivia game,16,https://allentown.craigslist.org/tag/d/nazareth-the-wonderful-world-of-disney/7546965045.html
65,2022-10-24 06:29,Nazareth,allentown,weakest link game,11,https://allentown.craigslist.org/tag/d/nazareth-weakest-link-game/7546965010.html
66,2022-10-24 06:29,Nazareth,allentown,frosty the snowman,10,https://allentown.craigslist.org/bks/d/nazareth-frosty-the-snowman/7546964143.html
67,2022-10-24 06:29,Nazareth,allentown,the poky little puppy,10,https://allentown.craigslist.org/bks/d/nazareth-the-poky-little-puppy/7546964119.html
68,2022-10-24 06:29,nazareth pa,allentown,atlas strong shoulder mason jar,15,https://allentown.craigslist.org/for/d/nazareth-atlas-strong-shoulder-mason-jar/7546964038.html
69,2022-10-24 06:29,nazareth pa,allentown,2 Bob's big boy Christmas glasses,15,https://allentown.craigslist.org/for/d/nazareth-bobs-big-boy-christmas-glasses/7546964102.html
70,2022-10-24 06:29,nazareth pa,allentown,ball mason jar,15,https://allentown.craigslist.org/for/d/nazareth-ball-mason-jar/7546964069.html
71,2022-10-24 06:29,Nazareth,allentown,old perfume bottle,0,https://allentown.craigslist.org/clt/d/nazareth-old-perfume-bottle/7546963616.html
72,2022-10-24 06:28,Nazareth,allentown,pull tab coke can,10,https://allentown.craigslist.org/atq/d/nazareth-pull-tab-coke-can/7546963570.html
73,2022-10-24 06:28,Coopersburg,allentown,Folding Chair Covers,35,https://allentown.craigslist.org/hsh/d/coopersburg-folding-chair-covers/7546861285.html
74,2022-10-24 06:28,Nazareth,allentown,pull tab Pepsi can,10,https://allentown.craigslist.org/for/d/nazareth-pull-tab-pepsi-can/7546963510.html
75,2022-10-24 06:28,Coopersburg,allentown,Bedside Table with Drawer,110,https://allentown.craigslist.org/fuo/d/coopersburg-bedside-table-with-drawer/7542237070.html
76,2022-10-24 06:11,Alburtis,allentown,Echo CS370 16” Chainsaw 36cc,180,https://allentown.craigslist.org/grd/d/macungie-echo-cs-chainsaw-36cc/7544046383.html
77,2022-10-24 06:10,Alburtis,allentown,Murray 20” Side Discharge Push Mower,50,https://allentown.craigslist.org/grd/d/macungie-murray-20-side-discharge-push/7538133055.html
78,2022-10-24 06:10,Alburtis,allentown,"Sears FF/24 Garden Tractor Project 50"" Deck 54"" Power Angle Plow",550,https://allentown.craigslist.org/grd/d/macungie-sears-ff-24-garden-tractor/7538176403.html
79,2022-10-24 06:10,Alburtis,allentown,Craftsman Dozer Snow Blade Plow 48”,100,https://allentown.craigslist.org/grd/d/macungie-craftsman-dozer-snow-blade/7538111918.html
80,2022-10-24 06:10,Alburtis,allentown,Tuff Torq K61 Transaxle John Deere,100,https://allentown.craigslist.org/grd/d/macungie-tuff-torq-k61-transaxle-john/7538131296.html
81,2022-10-24 06:09,Alburtis,allentown,Massey Ferguson Hydraulic Lift Cylinder Control Valve MF1650 MF1450,100,https://allentown.craigslist.org/grd/d/macungie-massey-ferguson-hydraulic-lift/7538113708.html
82,2022-10-24 06:09,Allentown,allentown,Epson WF-3540 all in one printer,20,https://allentown.craigslist.org/ele/d/lehigh-valley-epson-wf-3540-all-in-one/7547374244.html
83,2022-10-24 06:09,Alburtis,allentown,Cub Cadet 44” Mower Deck,60,https://allentown.craigslist.org/grd/d/macungie-cub-cadet-44-mower-deck/7538113181.html
84,2022-10-24 06:08,Alburtis,allentown,Near New Pair Tire Chains 20x10.00-8,40,https://allentown.craigslist.org/grd/d/macungie-near-new-pair-tire-chains/7538112631.html
85,2022-10-24 06:08,Alburtis,allentown,Craftsman II Garden Tractor Rear Counterweight Hitch,50,https://allentown.craigslist.org/grd/d/macungie-craftsman-ii-garden-tractor/7538111249.html
86,2022-10-24 06:08,Alburtis,allentown,Craftsman Mini Tiller Cultivator,50,https://allentown.craigslist.org/grd/d/macungie-craftsman-mini-tiller/7538108738.html
87,2022-10-24 06:08,Alburtis,allentown,Mantis Mini Tiller Cultivator Little Wonder,120,https://allentown.craigslist.org/grd/d/macungie-mantis-mini-tiller-cultivator/7538107524.html
88,2022-10-24 06:01,Nazareth,allentown,Brand New Lamp Post Light,35,https://allentown.craigslist.org/for/d/nazareth-brand-new-lamp-post-light/7549265256.html
89,2022-10-24 06:01,"Nazareth,Pa",allentown,Set of 4 Brand New Kia Premium Hub Caps/Wheel Covers-Brand New,75,https://allentown.craigslist.org/pts/d/set-of-brand-new-kia-premium-hub-caps/7549265226.html
90,2022-10-24 06:00,NAZARETH,allentown,VINTAGE!!!-GABRIEL SPORT RYDER  NITRO TRUCK SHOCKS--BRAND NEW!!!!!,55,https://allentown.craigslist.org/pts/d/vintage-gabriel-sport-ryder-nitro-truck/7549265217.html
91,2022-10-24 06:00,"Nazareth,Pa",allentown,Hand Made Metal  Mirror  -Poland,95,https://allentown.craigslist.org/for/d/hand-made-metal-mirror-poland/7549265206.html
92,2022-10-24 06:00,"Nazareth,Pa",allentown,Large Whole Room Ceramic Element Cyclonic Heater,85,https://allentown.craigslist.org/for/d/nazareth-large-whole-room-ceramic/7549265203.html
93,2022-10-24 05:54,"Nazareth,Pa",allentown,16 Bottle ~ Cuisinart Wine Cooler/Refrigerator Brand New,175,https://allentown.craigslist.org/for/d/nazareth-16-bottle-cuisinart-wine/7549264748.html
94,2022-10-24 05:53,"Nazareth,Pa",allentown,Cast Aluminum Electric Lawn Mower Loaded Model-New,175,https://allentown.craigslist.org/for/d/nazareth-cast-aluminum-electric-lawn/7549264744.html
95,2022-10-24 05:53,"NAZARETH,PA",allentown,Vintage U.S.M.C. Marines Letterman Jacket~Coat,55,https://allentown.craigslist.org/for/d/vintage-usmc-marines-letterman/7549264741.html
96,2022-10-24 05:53,Nazareth Pa,allentown,Patio Glider/Chair,10,https://allentown.craigslist.org/for/d/patio-glider-chair/7549264699.html
97,2022-10-24 05:52,"Nazareth,Pa",allentown,"Hand Made Rustic Cabin  ""Welcome to the River"" Sign",55,https://allentown.craigslist.org/for/d/nazareth-hand-made-rustic-cabin-welcome/7549264658.html
98,2022-10-24 05:50,"Nazareth,Pa",allentown,Heavy Wrought Iron Garden /Bench Loveseat Bench,375,https://allentown.craigslist.org/for/d/nazareth-heavy-wrought-iron-garden/7549264500.html
99,2022-10-24 05:49,"Nazareth,Pa",allentown,LG/Goldstar Dehumidifier- Excellent Condition,145,https://allentown.craigslist.org/for/d/lg-goldstar-dehumidifier-excellent/7549264456.html
100,2022-10-24 05:49,"NAZARETH,PA",allentown,"-Large ""Slim Line"" Cyclonic Digital Portable  Electric Heater-New",125,https://allentown.craigslist.org/for/d/large-slim-line-cyclonic-digital/7549264431.html
101,2022-10-24 05:47,Emmaus,allentown,longaberger books,5,https://allentown.craigslist.org/bks/d/emmaus-longaberger-books/7538839993.html
102,2022-10-24 05:47,Emmaus,allentown,Longaberger pottery samples,15,https://allentown.craigslist.org/clt/d/emmaus-longaberger-pottery-samples/7538848072.html
103,2022-10-24 05:47,Emmaus,allentown,zippo heatbank 6 (2),20,https://allentown.craigslist.org/ele/d/emmaus-zippo-heatbank-2/7538839879.html
104,2022-10-24 05:47,Emmaus,allentown,this end up captains bed,175,https://allentown.craigslist.org/fuo/d/emmaus-this-end-up-captains-bed/7547985028.html
105,2022-10-24 05:47,Emmaus,allentown,boyds bears,5,https://allentown.craigslist.org/clt/d/emmaus-boyds-bears/7539239396.html
106,2022-10-24 05:47,Emmaus,allentown,dressser,35,https://allentown.craigslist.org/fuo/d/emmaus-dressser/7547982876.html
107,2022-10-24 05:45,Bath,allentown,John Deere Lawn Tractor Front-End Axle Assembly,45,https://allentown.craigslist.org/grd/d/bath-john-deere-lawn-tractor-front-end/7549263270.html
108,2022-10-24 05:37,"Phillipsburg, N.J.",allentown,SB Chevy heads #3927185,20,https://allentown.craigslist.org/pts/d/phillipsburg-sb-chevy-heads/7548577402.html
109,2022-10-24 05:36,"Phillipsburg, N.J",allentown,Richard Petty Plaque,,https://allentown.craigslist.org/clt/d/phillipsburg-richard-petty-plaque/7542296000.html
110,2022-10-24 05:36,"Phillipsburg, N.J.",allentown,2 Rochester quadrajet carbs,50,https://allentown.craigslist.org/pts/d/phillipsburg-rochester-quadrajet-carbs/7549263808.html
111,2022-10-24 05:36,South Quakertown,allentown,35 GALLONS CLEAR HEATING KEROSENE INCLUDING STORAGE BARREL,150,https://allentown.craigslist.org/grd/d/trumbauersville-35-gallons-clear/7548193185.html
112,2022-10-24 05:28,Bath,allentown,Set of 3 Car 16” Hubcaps,20,https://allentown.craigslist.org/wto/d/bath-set-of-car-16-hubcaps/7549263406.html
113,2022-10-24 04:54,Allentown,allentown,Womans/mens outdoor overalls,70,https://allentown.craigslist.org/clo/d/allentown-womans-mens-outdoor-overalls/7549261696.html
114,2022-10-24 04:53,SLATEDALE,allentown,GIANT GARAGE SALE,,https://allentown.craigslist.org/gms/d/slatedale-giant-garage-sale/7549261673.html
115,2022-10-24 04:33,Bethlehem,allentown,Waterfall Server,45,https://allentown.craigslist.org/fuo/d/allentown-waterfall-server/7538857124.html
116,2022-10-24 04:32,Bethlehem,allentown,Waterfall Server,45,https://allentown.craigslist.org/atq/d/bethlehem-waterfall-server/7538856192.html
117,2022-10-24 04:23,Lehighton,allentown,1/2 drive 3pc snap on extension set,100,https://allentown.craigslist.org/tls/d/lehighton-2-drive-3pc-snap-on-extension/7545086981.html
118,2022-10-24 04:23,Lehighton,allentown,snap on torx sockets 12 pc set,200,https://allentown.craigslist.org/tls/d/lehighton-snap-on-torx-sockets-12-pc-set/7545085991.html
119,2022-10-24 04:10,Allentown,allentown,GE Load Center Circuit breakers and Panel,50,https://allentown.craigslist.org/for/d/allentown-ge-load-center-circuit/7549259593.html
120,2022-10-24 03:59,"Palmer, PA",allentown,"12/28 Phantoms vs Bridgeport Islanders 204 row 3, 1-2 seats center ice",20,https://allentown.craigslist.org/tix/d/easton-phantoms-vs-bridgeport-islanders/7543532507.html
121,2022-10-24 03:59,"Palmer, PA",allentown,"12/9 Phantoms vs Charlotte Checkers 204 row 3, 1-4 seats center ice",20,https://allentown.craigslist.org/tix/d/easton-12-phantoms-vs-charlotte/7543522678.html
122,2022-10-24 03:59,"Palmer, PA",allentown,"11/30 Phantoms vs Hershey Bears 204 row 3, 1-2 seats center ice",20,https://allentown.craigslist.org/tix/d/easton-phantoms-vs-hershey-bears-204/7543521852.html
123,2022-10-24 03:57,"Palmer, PA",allentown,"11/26 Phantoms vs Rochester 204 row 3, 1-4 seats center ice",20,https://allentown.craigslist.org/tix/d/easton-phantoms-vs-rochester-204-row/7549258863.html
124,2022-10-24 03:48,Western Allentown/Salisbury,allentown,water heater timers,25,https://allentown.craigslist.org/for/d/allentown-water-heater-timers/7549258395.html
125,2022-10-24 03:28,Bethlehem,allentown,New and Used Containers / Shipping Container - 20' and 40',2779,https://allentown.craigslist.org/fod/d/bethlehem-new-and-used-containers/7549257441.html
126,2022-10-24 03:26,Bethlehem,allentown,50 plus shirts small.. medium shirts,2,https://allentown.craigslist.org/clo/d/bethlehem-50-plus-shirts-small-medium/7546533822.html
127,2022-10-24 02:46,LEHIGH VALLEY,allentown,GENUINE ZIPPO LIGHTER 207 REGULAR STREET CHROME  (NEW),10,https://allentown.craigslist.org/for/d/genuine-zippo-lighter-207-regular/7549254963.html
128,2022-10-24 02:45,LEHIGH VALLEY,allentown,Cyber Acoustics Amplified Speaker System (BRAND NEW),8,https://allentown.craigslist.org/for/d/cyber-acoustics-amplified-speaker/7549254933.html
129,2022-10-24 02:45,LEHIGH VALLEY,allentown,DELL COMPUTER KEYBOARD (NEW),10,https://allentown.craigslist.org/for/d/dell-computer-keyboard-new/7549254910.html
130,2022-10-24 02:32,LEHIGH VALLEY,allentown,"HP INKS # 902,903,904,905 (NEW)",20,https://allentown.craigslist.org/for/d/hp-inks-new/7549254157.html
131,2022-10-24 02:32,EASTON,allentown,BELKIN 2-Port KVM Switch with Buld-In Cabling (NEW),5,https://allentown.craigslist.org/for/d/belkin-port-kvm-switch-with-buld-in/7549254140.html
132,2022-10-24 02:32,LEHIGH VALLEY,allentown,SAMSUNG 17” MONITOR  (USED),25,https://allentown.craigslist.org/for/d/samsung-17-monitor-used/7549254111.html
133,2022-10-24 02:31,"WILLIAMS TOWNSHIP / EASTON, PA.",allentown,"WILLIAMS Twps. Zoning-Subdivision, Land Development Ordinance Books",8,https://allentown.craigslist.org/for/d/williams-twps-zoning-subdivision-land/7549254085.html
134,2022-10-24 02:31,LEHIGH VALLEY,allentown,WEEPING BRIGHT GOLD 22Kt. SWAN (VINTAGE),25,https://allentown.craigslist.org/for/d/weeping-bright-gold-22kt-swan-vintage/7549254053.html
135,2022-10-24 02:13,LEHIGH VALLEY,allentown,***Star Shape Clear Glass Candle Stick Holders***,4,https://allentown.craigslist.org/for/d/star-shape-clear-glass-candle-stick/7549253055.html
136,2022-10-24 02:13,LEHIGH VALLEY,allentown,BEER PINT GLASSES,,https://allentown.craigslist.org/for/d/beer-pint-glasses/7549253033.html
137,2022-10-24 02:13,LEHIGH VALLEY,allentown,SCHLITZ ROYAL RUBY RED 1qt. BEER BOTTLES (VINTAGE),15,https://allentown.craigslist.org/for/d/schlitz-royal-ruby-red-1qt-beer-bottles/7549253018.html
138,2022-10-24 02:12,LEHIGH VALLEY,allentown,"BEER RELATED ITEMS FOR SALE- BEER NEONS, BEER BANNERS, MUGS",0,https://allentown.craigslist.org/for/d/beer-related-items-for-sale-beer-neons/7549252995.html
139,2022-10-24 02:12,LEHIGH VALLEY,allentown,MOLSON BEER BANNERS AND PLASTIC SIGN (NEW),3,https://allentown.craigslist.org/for/d/molson-beer-banners-and-plastic-sign-new/7549252960.html
140,2022-10-24 02:06,Easton,allentown,Macbook Air,300,https://allentown.craigslist.org/ele/d/easton-macbook-air/7549252530.html
141,2022-10-24 01:50,LEHIGH VALLEY,allentown,WORK LIGHT 500Watts Adjustable & New Bulb (USED),6,https://allentown.craigslist.org/for/d/work-light-500watts-adjustable-new-bulb/7549251330.html
142,2022-10-24 01:50,LEHIGH VALLEY,allentown,DESKTOP LIGHT 13Watts,5,https://allentown.craigslist.org/for/d/desktop-light-13watts/7549251306.html
143,2022-10-24 01:50,LEHIGH VALLEY,allentown,2-LIGHT CHROME & BRASS BATH VANITY LIGHT,5,https://allentown.craigslist.org/for/d/light-chrome-brass-bath-vanity-light/7549251275.html
144,2022-10-24 01:50,LEHIGH VALLEY,allentown,18in. Under Cabinet Florescent Light Fixture 15Watt With New Bulb,6,https://allentown.craigslist.org/for/d/18in-under-cabinet-florescent-light/7549251244.html
145,2022-10-24 01:44,LEHIGH VALLEY,allentown,Florescent Light Fixtures 2- 4Foot 1Bulb (USED),5,https://allentown.craigslist.org/for/d/florescent-light-fixtures-4foot-1bulb/7549250815.html
146,2022-10-24 01:44,LEHIGH VALLEY,allentown,Florescent Light Fixture 4 Foot 4 Bulbs  (USED),7,https://allentown.craigslist.org/for/d/florescent-light-fixture-foot-bulbs-used/7549250798.html
147,2022-10-24 01:43,LEHIGH VALLEY,allentown,12-Ruff-Service BULBS 100watts & 75watts (NEW),12,https://allentown.craigslist.org/for/d/12-ruff-service-bulbs-100watts-75watts/7549250772.html
148,2022-10-24 01:43,LEHIGH VALLEY,allentown,BUG LIGHT YELLOW LONG NECK BULBS 100W (NEW),2,https://allentown.craigslist.org/for/d/bug-light-yellow-long-neck-bulbs-100w/7549250748.html
149,2022-10-24 01:43,LEHIGH VALLEY,allentown,BUG -A-WAY 100Watt Bulbs SYLVANIA & PHILIPS (NEW),2,https://allentown.craigslist.org/for/d/bug-way-100watt-bulbs-sylvania-philips/7549250721.html
150,2022-10-24 01:35,Easton,allentown,AC-Delco Gold 335-1091 Alternator Fits 05 Chevy Trailblazer.,20,https://allentown.craigslist.org/pts/d/ac-delco-gold-alternator-fits-05-chevy/7549250127.html
151,2022-10-24 01:34,LEHIGH VALLEY,allentown,**1992 Pontiac Grand-Am Chrome Plastic Hubcap** (NEW),8,https://allentown.craigslist.org/pts/d/1992-pontiac-grand-am-chrome-plastic/7549250087.html
152,2022-10-24 01:29,LEHIGH VALLEY,allentown,FOG or DRIVING REPLACEMENT LAMPS PAIR 55W,5,https://allentown.craigslist.org/pts/d/fog-or-driving-replacement-lamps-pair/7549249689.html
153,2022-10-24 01:00,"Stroudsburg, PA",allentown,4.2 Liter InDit Thermal Food Server- New,10,https://allentown.craigslist.org/hsh/d/bartonsville-42-liter-indit-thermal/7548367385.html
154,2022-10-24 00:55,Lehighton,allentown,Three sanding grinding buffing discs backing plate,10,https://allentown.craigslist.org/tls/d/lehighton-three-sanding-grinding/7543450376.html
155,2022-10-24 00:54,Lehighton,allentown,Black & Decker 1/4 Sheet Sander,15,https://allentown.craigslist.org/tls/d/lehighton-black-decker-4-sheet-sander/7543450026.html
156,2022-10-24 00:54,Lehighton,allentown,1928 PENNSYLVANIA LICENSE PLATE,39,https://allentown.craigslist.org/pts/d/lehighton-1928-pennsylvania-license/7545724704.html
157,2022-10-24 00:54,Lehighton,allentown,New VW Passat Headlight 2006 - 2010,49,https://allentown.craigslist.org/pts/d/lehighton-new-vw-passat-headlight/7545723946.html
158,2022-10-24 00:54,Lehighton,allentown,Volkswagen MKI ignition lock switch w/ key,49,https://allentown.craigslist.org/pts/d/lehighton-volkswagen-mki-ignition-lock/7545723125.html
159,2022-10-24 00:54,Lehighton,allentown,HOLLEY 750 LIST 3310-3 REBUILT,149,https://allentown.craigslist.org/pts/d/lehighton-holley-750-list-rebuilt/7543449665.html
160,2022-10-24 00:54,Lehighton,allentown,SBC 340292 ANGLE PLUG HEADS,995,https://allentown.craigslist.org/pts/d/lehighton-sbc-angle-plug-heads/7540272640.html
